Total passes,467,,,,,,
Total successful passes,398,,,,,,
Total successful switches,15,,,,,,
Total successful long balls,22,,,,,,
Total passes in first half,180,,,,,,
Total passes in second half,180,,,,,,
Total successful passes in first half,160,,,,,,
Total successful passes in second half,150,,,,,,
Status,Type,FromX,FromY,ToX,ToY,Time,Segment
Successful,Forward,0,-4,-3,28,0:22:33,first half
Unsuccessful,Backward,16,-5,-19,-20,0:22:45,first half
Successful,Backward,-13,21,-15,-33,0:22:56,first half
Successful,Backward,-10,32,21,-43,0:23:23,first half
Successful,Forward,-15,-32,19,-31,0:23:38,first half
Successful,Forward,-8,9,18,16,0:23:48,first half
Successful,Backward,-4,-13,-13,-27,0:24:16,first half
Successful,Backward,-6,46,-28,17,0:24:42,first half
Successful,Backward,1,38,14,7,0:24:53,first half
Successful,Forward,20,17,21,27,0:25:07,first half
Successful,Forward,-21,9,0,20,0:25:25,first half
Successful,Backward,27,-7,-24,-35,0:25:44,first half
Successful,Backward,-17,49,-10,12,0:26:08,first half
Successful,Backward,29,-4,10,-11,0:26:21,first half
Successful,Forward,22,-24,-28,34,0:26:32,first half
Successful,Forward,25,-35,3,31,0:26:59,first half
Successful,Backward,22,28,23,15,0:27:14,first half
Successful,Forward,11,-25,18,0,0:27:41,first half
Successful,Forward,24,-49,-4,-8,0:28:07,first half
Successful,Backward,3,0,26,-46,0:28:33,first half
Successful,Forward,-3,16,-17,34,0:28:55,first half
Unsuccessful,Forward,-9,-32,-23,-13,0:29:16,first half
Successful,Forward,7,-43,-24,21,0:29:30,first half
Successful,Forward,-15,-49,2,-37,0:29:42,first half
Successful,Backward,26,47,-16,-11,0:29:56,first half
Successful,Forward,7,-4,-17,37,0:30:22,first half
Successful,Forward,-25,-47,21,0,0:30:32,first half
Successful,Forward,11,-7,-8,26,0:30:46,first half
Successful,Forward,-21,7,15,42,0:31:15,first half
Successful,Backward,0,36,22,25,0:31:38,first half
Successful,Sideways,1,19,2,19,0:31:56,first half
Successful,Backward,-21,-8,-5,-24,0:32:10,first half
Successful,Backward,1,42,0,-26,0:32:33,first half
Successful,Backward,-11,20,-7,16,0:32:49,first half
Successful,Backward,5,-15,-21,-32,0:33:05,first half
Successful,Forward,20,-22,13,1,0:33:32,first half
Successful,Backward,-5,35,15,17,0:33:53,first half
Successful,Forward,-8,21,-9,39,0:34:06,first half
Successful,Backward,9,25,-24,-9,0:34:33,first half
Successful,Forward,19,-44,-28,47,0:34:46,first half
Successful,Forward,5,-32,13,-29,0:34:56,first half
Successful,Forward,13,-23,29,40,0:35:14,first half
Successful,Backward,10,5,-12,-29,0:35:35,first half
Successful,Forward,-29,-30,-9,-7,0:35:57,first half
Successful,Forward,4,-21,-12,32,0:36:08,first half
Successful,Forward,21,7,-8,14,0:36:19,first half
Unsuccessful,Forward,17,2,0,20,0:36:30,first half
Successful,Backward,12,46,-19,-3,0:36:54,first half
Successful,Forward,-8,-8,-19,20,0:37:23,first half
Unsuccessful,Forward,-14,-31,-3,37,0:37:40,first half
Successful,Backward,14,-32,-6,-41,0:38:09,first half
Successful,Forward,0,4,-8,36,0:38:19,first half
Unsuccessful,Forward,19,-30,3,43,0:38:42,first half
Successful,Forward,-3,-10,1,-3,0:39:05,first half
Successful,Backward,13,13,0,-19,0:39:17,first half
Unsuccessful,Backward,1,25,5,14,0:39:34,first half
Successful,Forward,7,13,6,39,0:39:49,first half
Successful,Backward,-3,42,-13,26,0:40:11,first half
Successful,Backward,-2,23,1,-41,0:40:29,first half
Successful,Backward,1,30,8,-14,0:40:39,first half
Unsuccessful,Backward,28,40,19,36,0:41:02,first half
Unsuccessful,Backward,-3,-27,-25,-48,0:41:18,first half
Successful,Backward,-11,20,-12,-40,0:41:41,first half
Successful,Backward,-18,24,4,11,0:42:10,first half
Successful,Backward,-12,35,-15,-8,0:42:33,first half
Successful,Forward,-10,0,-10,13,0:43:00,first half
Successful,Forward,18,8,10,42,0:43:24,first half
Successful,Backward,-22,-2,3,-31,0:43:37,first half
Successful,Backward,-2,2,-18,-46,0:43:55,first half
Unsuccessful,Backward,-14,20,17,-45,0:44:17,first half
Successful,Forward,8,-42,7,28,0:44:41,first half
Successful,Forward,17,-16,15,16,0:44:58,first half
Successful,Forward,-16,-14,-18,23,0:45:24,first half
Successful,Forward,12,-46,26,20,0:45:51,first half
Unsuccessful,Forward,9,-13,-7,7,0:46:06,first half
Successful,Backward,-2,14,6,-20,0:46:30,first half
Successful,Backward,-27,36,-28,31,0:46:51,first half
Successful,Backward,16,49,17,3,0:47:17,first half
Successful,Backward,-8,-15,13,-45,0:47:37,first half
Unsuccessful,Backward,24,-6,18,-21,0:48:05,first half
Successful,Forward,-21,-9,-21,23,0:48:33,first half
Successful,Sideways,-9,47,-14,47,0:48:59,first half
Successful,Forward,-20,-17,-24,23,0:49:22,first half
Successful,Forward,-19,-49,18,-20,0:49:47,first half
Successful,Backward,13,36,21,24,0:50:00,first half
Successful,Backward,1,27,-29,-4,0:50:24,first half
Successful,Backward,-8,-26,26,-48,0:50:39,first half
Unsuccessful,Backward,20,29,-18,-26,0:50:53,first half
Successful,Backward,-26,43,9,-19,0:51:06,first half
Successful,Forward,-19,15,-1,29,0:51:19,first half
Successful,Forward,27,26,6,36,0:51:33,first half
Successful,Forward,25,-20,19,-13,0:51:43,first half
Successful,Backward,18,34,-2,-6,0:52:11,first half
Successful,Forward,-11,10,7,29,0:52:33,first half
Successful,Forward,-22,-43,13,-38,0:52:58,first half
Successful,Forward,10,-3,-24,26,0:53:11,first half
Successful,Forward,-1,17,-11,32,0:53:40,first half
Successful,Forward,-20,12,5,45,0:53:54,first half
Successful,Forward,-13,-12,20,25,0:54:09,first half
Unsuccessful,Backward,28,8,-12,1,0:54:26,first half
Successful,Backward,-15,-3,-11,-18,0:54:48,first half
Successful,Backward,-13,39,-28,0,0:55:08,first half
Successful,Backward,11,41,-9,-24,0:55:30,first half
Successful,Backward,-18,26,-24,-28,0:55:56,first half
Successful,Backward,-5,4,8,-40,0:56:14,first half
Successful,Forward,29,-46,-21,-21,0:56:32,first half
Successful,Backward,-24,-19,29,-35,0:56:48,first half
Successful,Backward,-28,41,-20,5,0:57:14,first half
Successful,Forward,-1,-30,-7,22,0:57:28,first half
Successful,Forward,29,-29,18,-1,0:57:47,first half
Successful,Backward,20,-31,-13,-33,0:58:03,first half
Successful,Forward,-25,-2,2,32,0:58:20,first half
Successful,Forward,24,6,1,38,0:58:45,first half
Successful,Forward,-19,-28,17,42,0:59:03,first half
Unsuccessful,Forward,-19,30,17,45,0:00:00,second half
Successful,Forward,-26,21,5,36,0:00:27,second half
Successful,Forward,8,-11,20,30,0:00:51,second half
Successful,Backward,7,44,29,5,0:01:12,second half
Successful,Backward,-24,-2,-12,-29,0:01:41,second half
Successful,Forward,-13,-14,-5,39,0:02:06,second half
Successful,Backward,-3,-14,-13,-36,0:02:28,second half
Successful,Backward,18,43,10,-35,0:02:56,second half
Successful,Forward,-8,-18,28,20,0:03:14,second half
Successful,Backward,1,4,-26,-35,0:03:29,second half
Successful,Backward,-27,20,-4,-41,0:03:43,second half
Successful,Forward,5,-21,23,-11,0:03:55,second half
Unsuccessful,Backward,-1,30,-7,29,0:04:20,second half
Successful,Backward,-4,23,-13,3,0:04:31,second half
Successful,Backward,0,-6,-5,-28,0:04:51,second half
Unsuccessful,Forward,2,-12,-19,24,0:05:01,second half
Unsuccessful,Forward,-12,12,0,17,0:05:30,second half
Successful,Backward,-19,40,-3,30,0:05:52,second half
Successful,Forward,23,-7,6,24,0:06:17,second half
Successful,Backward,-24,33,13,-7,0:06:30,second half
Successful,Forward,14,-24,22,-19,0:06:57,second half
Successful,Backward,-14,-18,-6,-23,0:07:19,second half
Unsuccessful,Forward,17,-21,-13,24,0:07:32,second half
Successful,Forward,-17,-34,15,43,0:07:50,second half
Successful,Forward,1,-15,-6,47,0:08:12,second half
Unsuccessful,Forward,15,-46,-12,-38,0:08:36,second half
Successful,Backward,-8,23,27,12,0:09:03,second half
Successful,Backward,-4,5,-1,-16,0:09:28,second half
Successful,Backward,26,37,13,17,0:09:54,second half
Unsuccessful,Forward,-19,-8,25,-1,0:10:06,second half
Successful,Backward,2,7,22,0,0:10:29,second half
Successful,Backward,-2,32,-11,21,0:10:54,second half
Successful,Backward,25,24,-21,-30,0:11:13,second half
Unsuccessful,Backward,-1,-11,-19,-15,0:11:29,second half
Successful,Forward,23,-42,8,41,0:11:39,second half
Successful,Forward,18,10,-4,42,0:11:49,second half
Successful,Forward,-10,-6,-19,24,0:12:02,second half
Successful,Backward,29,-1,-2,-24,0:12:21,second half
Unsuccessful,Forward,-27,-12,0,0,0:12:36,second half
Successful,Backward,14,22,-12,-5,0:12:47,second half
Successful,Backward,-13,34,-25,-16,0:13:15,second half
Successful,Backward,0,37,14,-30,0:13:36,second half
Successful,Forward,3,-44,2,0,0:13:52,second half
Successful,Forward,6,-16,16,39,0:14:17,second half
Successful,Forward,22,-11,3,0,0:14:34,second half
Successful,Forward,21,-44,0,36,0:14:52,second half
Successful,Forward,27,-6,-5,19,0:15:18,second half
Unsuccessful,Backward,-23,-24,-29,-45,0:15:34,second half
Unsuccessful,Backward,18,49,-22,36,0:15:50,second half
Successful,Forward,9,12,18,46,0:16:05,second half
Unsuccessful,Forward,4,-41,-14,-5,0:16:17,second half
Successful,Forward,14,-15,6,-2,0:16:45,second half
Unsuccessful,Forward,1,-6,-10,12,0:17:13,second half
Unsuccessful,Forward,-18,14,-13,42,0:17:37,second half
Successful,Backward,-1,48,19,15,0:18:03,second half
Successful,Backward,29,47,9,-12,0:18:23,second half
Successful,Backward,23,13,-16,12,0:18:46,second half
Successful,Backward,-27,29,-4,16,0:18:59,second half
Successful,Forward,-17,-46,25,-40,0:19:11,second half
Successful,Backward,18,0,-7,-31,0:19:36,second half
Successful,Backward,-20,46,12,-5,0:19:53,second half
Successful,Backward,-5,0,15,-31,0:20:06,second half
Successful,Forward,12,-33,-29,-16,0:20:16,second half
Successful,Sideways,-28,-28,6,-28,0:20:33,second half
Successful,Forward,16,-29,-27,-7,0:20:58,second half
Successful,Backward,-14,-13,-15,-32,0:21:17,second half
Successful,Backward,-18,4,17,-33,0:21:29,second half
Successful,Backward,25,21,-10,-34,0:21:53,second half
Successful,Backward,11,-39,25,-47,0:22:04,second half
Successful,Forward,-23,-44,3,12,0:22:19,second half
Unsuccessful,Backward,-1,-38,-14,-48,0:22:30,second half
Unsuccessful,Backward,13,-13,-17,-19,0:22:46,second half
Successful,Forward,18,4,9,9,0:23:11,second half
Successful,Forward,-19,-31,-7,-13,0:23:38,second half
Successful,Backward,-21,16,-19,6,0:23:58,second half
Successful,Backward,-20,29,-19,1,0:24:16,second half
Successful,Backward,13,48,3,47,0:24:40,second half
Unsuccessful,Backward,-18,0,15,-7,0:24:57,second half
Successful,Forward,-14,-21,4,-5,0:25:10,second half
Successful,Backward,-8,-33,24,-34,0:25:28,second half
Successful,Forward,26,-28,8,39,0:25:55,second half
Successful,Forward,-29,-1,-26,23,0:26:07,second half
Successful,Forward,4,-43,-10,49,0:26:36,second half
Successful,Forward,-15,34,-27,48,0:26:55,second half
Successful,Backward,1,34,8,-8,0:27:21,second half
Successful,Forward,-17,-48,-1,36,0:27:50,second half
Successful,Backward,23,0,-1,-4,0:28:09,second half
Successful,Forward,-14,6,2,31,0:28:25,second half
Successful,Backward,-17,-1,-3,-8,0:28:51,second half
Successful,Forward,7,14,-1,32,0:29:20,second half
Successful,Backward,14,46,-24,0,0:29:48,second half
Successful,Backward,23,33,11,4,0:30:05,second half
Successful,Forward,-8,15,14,33,0:30:21,second half
Successful,Forward,7,-22,-19,-19,0:30:50,second half
Successful,Backward,-6,48,3,-28,0:31:16,second half
Successful,Forward,24,-44,26,19,0:31:32,second half
Successful,Forward,0,-48,-23,3,0:32:01,second half
Successful,Forward,-6,-42,1,14,0:32:23,second half
Successful,Forward,-18,-11,10,15,0:32:52,second half
Successful,Forward,20,-13,-18,33,0:33:19,second half
Unsuccessful,Backward,0,13,19,-40,0:33:40,second half
Successful,Forward,26,-2,-21,22,0:34:00,second half
Unsuccessful,Forward,-26,-45,-10,28,0:34:19,second half
Unsuccessful,Backward,-28,-3,-2,-40,0:34:33,second half
Successful,Forward,-26,-8,16,44,0:34:51,second half
Successful,Forward,0,-14,1,33,0:35:16,second half
Successful,Forward,12,14,9,25,0:35:40,second half
Successful,Backward,-3,39,19,26,0:35:53,second half
Successful,Backward,3,31,20,19,0:36:18,second half
Unsuccessful,Backward,24,45,18,16,0:36:40,second half
Successful,Forward,-3,1,1,45,0:36:54,second half
Successful,Backward,1,15,23,-31,0:37:10,second half
Successful,Forward,-28,-18,-8,-14,0:37:27,second half
Successful,Forward,19,-47,-13,-28,0:37:47,second half
Successful,Backward,-3,41,-15,2,0:38:03,second half
Successful,Backward,7,30,23,-13,0:38:15,second half
Successful,Forward,-1,-9,-20,46,0:38:27,second half
Successful,Forward,-22,-39,11,-25,0:38:46,second half
Successful,Backward,-23,45,-14,-10,0:39:06,second half
Successful,Backward,-1,13,24,-4,0:39:22,second half
Successful,Backward,-2,-2,0,-12,0:39:39,second half
Successful,Forward,-14,26,6,46,0:39:58,second half
Successful,Backward,18,-5,-18,-43,0:40:12,second half
Successful,Forward,-13,-48,-2,36,0:40:32,second half
Successful,Backward,15,28,5,-48,0:40:43,second half
Unsuccessful,Forward,24,-30,-16,30,0:41:00,second half
Successful,Forward,-12,-40,-17,-1,0:41:23,second half
Successful,Backward,-28,48,29,36,0:41:33,second half
Successful,Forward,0,-35,8,21,0:41:44,second half
Unsuccessful,Forward,-24,21,-2,27,0:42:01,second half
Successful,Forward,21,24,-15,43,0:42:15,second half
Successful,Forward,-2,-28,-2,12,0:42:33,second half
Successful,Forward,27,-22,-9,-14,0:42:44,second half
Successful,Forward,-17,-20,4,-9,0:43:03,second half
Successful,Forward,11,-19,28,-4,0:43:23,second half
Successful,Backward,-20,13,1,-13,0:43:41,second half
Successful,Backward,-7,34,17,14,0:44:06,second half
Successful,Forward,-1,-27,1,-9,0:44:22,second half
Successful,Forward,-16,18,2,41,0:44:43,second half
Successful,Backward,-18,30,5,-11,0:45:08,second half
Successful,Backward,15,45,-20,15,0:45:22,second half
Successful,Forward,19,-5,-1,48,0:45:40,second half
Successful,Backward,29,39,-1,27,0:46:04,second half
Successful,Backward,3,-10,5,-11,0:46:15,second half
Unsuccessful,Backward,17,44,-17,-6,0:46:43,second half
Successful,Forward,-1,-14,-7,15,0:46:56,second half
Successful,Backward,-1,6,15,-1,0:47:15,second half
Successful,Forward,-5,-35,28,26,0:47:39,second half
Successful,Backward,20,-22,14,-31,0:48:07,second half
Successful,Backward,-10,17,-5,-34,0:48:23,second half
Successful,Forward,-22,-7,7,32,0:48:52,second half
Unsuccessful,Backward,-25,25,-11,-2,0:49:16,second half
Successful,Backward,5,49,-1,-33,0:49:28,second half
Successful,Backward,-25,34,21,30,0:49:51,second half
Unsuccessful,Backward,25,-8,18,-27,0:50:09,second half
Successful,Backward,1,13,-6,-20,0:50:29,second half
Successful,Forward,-17,-16,26,6,0:50:46,second half
Successful,Forward,-8,7,29,27,0:51:11,second half
Successful,Backward,-23,14,22,-30,0:51:26,second half
Successful,Backward,9,36,-19,-30,0:51:38,second half
Unsuccessful,Backward,24,15,-18,-43,0:52:03,second half
Successful,Forward,-28,-13,2,21,0:52:23,second half
Successful,Forward,28,-42,-22,32,0:52:49,second half
Successful,Backward,11,32,10,-26,0:53:07,second half
Successful,Backward,1,28,-10,-32,0:53:28,second half
Successful,Forward,-12,8,29,39,0:53:53,second half
Successful,Backward,-27,-1,-3,-5,0:54:14,second half
Successful,Backward,-6,20,9,-44,0:54:40,second half
Unsuccessful,Backward,-18,2,3,-6,0:54:57,second half
Successful,Forward,7,-20,19,-2,0:55:08,second half
Successful,Backward,4,42,-12,-35,0:55:26,second half
Successful,Forward,8,4,9,37,0:55:52,second half
Unsuccessful,Backward,7,41,-6,-25,0:56:20,second half
Successful,Forward,-2,-40,5,13,0:56:41,second half
Successful,Forward,6,-25,-25,35,0:56:58,second half
Successful,Forward,1,38,6,47,0:57:26,second half
Unsuccessful,Forward,10,-15,2,14,0:57:54,second half
Successful,Backward,7,-11,0,-41,0:58:23,second half
Successful,Forward,-11,-22,-19,4,0:58:51,second half
Successful,Backward,12,23,-1,-25,0:59:11,second half
Unsuccessful,Forward,-16,-10,-22,22,0:00:00,first half of extra time
Successful,Forward,25,-41,16,41,0:00:10,first half of extra time
Successful,Backward,26,11,18,-3,0:00:20,first half of extra time
Successful,Backward,15,-1,5,-24,0:00:42,first half of extra time
Successful,Forward,-9,38,20,41,0:00:59,first half of extra time
Successful,Forward,16,3,3,41,0:01:27,first half of extra time
Successful,Forward,29,22,21,28,0:01:52,first half of extra time
Successful,Backward,-10,-8,7,-18,0:02:11,first half of extra time
Successful,Backward,-5,-14,-21,-38,0:02:21,first half of extra time
Successful,Forward,8,-13,-2,22,0:02:44,first half of extra time
Successful,Backward,17,11,21,-3,0:03:13,first half of extra time
Successful,Backward,-19,43,-18,22,0:03:34,first half of extra time
Successful,Backward,-10,4,-24,-24,0:04:00,first half of extra time
Successful,Forward,18,4,-18,35,0:04:17,first half of extra time
Unsuccessful,Forward,24,-8,3,21,0:04:31,first half of extra time
Successful,Backward,-24,16,19,-18,0:04:47,first half of extra time
Unsuccessful,Backward,14,35,-5,-42,0:04:58,first half of extra time
Successful,Forward,-6,-16,-24,48,0:05:20,first half of extra time
Successful,Backward,-2,4,-6,-3,0:05:44,first half of extra time
Successful,Forward,-12,-38,-11,12,0:05:56,first half of extra time
Successful,Forward,15,5,-26,9,0:06:20,first half of extra time
Successful,Forward,10,-7,-9,26,0:06:43,first half of extra time
Successful,Forward,-21,32,-6,37,0:06:53,first half of extra time
Successful,Backward,-18,-15,-9,-49,0:07:07,first half of extra time
Successful,Forward,13,-39,-6,-29,0:07:24,first half of extra time
Successful,Backward,-15,23,-17,-31,0:07:41,first half of extra time
Unsuccessful,Forward,9,-31,-18,25,0:08:04,first half of extra time
Successful,Forward,-25,-25,-29,-17,0:08:23,first half of extra time
Successful,Backward,26,38,-12,-48,0:08:46,first half of extra time
Successful,Forward,21,-38,-8,6,0:09:02,first half of extra time
Unsuccessful,Backward,17,26,-15,16,0:09:27,first half of extra time
Successful,Forward,3,-35,18,46,0:09:41,first half of extra time
Successful,Backward,-24,-8,-10,-17,0:10:03,first half of extra time
Successful,Backward,2,4,-18,1,0:10:30,first half of extra time
Successful,Backward,-13,40,-26,22,0:10:41,first half of extra time
Unsuccessful,Backward,-7,-31,-3,-46,0:11:02,first half of extra time
Successful,Forward,-5,-34,7,0,0:11:14,first half of extra time
Successful,Forward,-25,-15,15,26,0:11:32,first half of extra time
Unsuccessful,Backward,-3,22,25,-34,0:11:52,first half of extra time
Successful,Forward,23,-36,25,-16,0:12:19,first half of extra time
Successful,Forward,20,17,4,46,0:12:33,first half of extra time
Successful,Backward,14,49,-10,-13,0:12:43,first half of extra time
Unsuccessful,Backward,12,41,-27,-4,0:13:07,first half of extra time
Successful,Forward,4,-23,-11,35,0:13:22,first half of extra time
Unsuccessful,Forward,13,-46,3,-36,0:13:41,first half of extra time
Successful,Forward,20,-26,23,-3,0:14:10,first half of extra time
Successful,Backward,12,-17,25,-37,0:14:33,first half of extra time
Successful,Forward,-13,24,22,36,0:14:50,first half of extra time
Unsuccessful,Backward,-5,28,-1,-35,0:15:05,first half of extra time
Successful,Backward,-27,6,0,-19,0:15:30,first half of extra time
Successful,Forward,-22,19,0,47,0:15:42,first half of extra time
Successful,Forward,26,-30,-28,-14,0:16:04,first half of extra time
Successful,Backward,4,35,-1,-45,0:16:27,first half of extra time
Successful,Forward,-27,-37,-14,37,0:16:40,first half of extra time
Unsuccessful,Forward,-14,-46,-10,-2,0:17:03,first half of extra time
Successful,Forward,-14,-31,-24,46,0:00:00,second half of extra time
Successful,Backward,3,16,3,-20,0:00:19,second half of extra time
Unsuccessful,Backward,11,33,18,7,0:00:41,second half of extra time
Successful,Backward,20,48,28,-43,0:01:04,second half of extra time
Successful,Forward,15,11,22,29,0:01:32,second half of extra time
Successful,Backward,12,7,27,-29,0:01:54,second half of extra time
Successful,Backward,14,-12,-2,-37,0:02:06,second half of extra time
Unsuccessful,Forward,-14,-29,23,38,0:02:16,second half of extra time
Successful,Backward,4,11,-29,5,0:02:40,second half of extra time
Successful,Forward,-13,-15,-28,-1,0:03:06,second half of extra time
Successful,Backward,2,-26,-3,-42,0:03:34,second half of extra time
Successful,Backward,0,-42,-1,-46,0:04:03,second half of extra time
Successful,Forward,7,-3,12,41,0:04:17,second half of extra time
Successful,Forward,20,-14,-11,21,0:04:36,second half of extra time
Successful,Backward,-25,31,14,-22,0:05:05,second half of extra time
Successful,Forward,21,-40,18,35,0:05:21,second half of extra time
Unsuccessful,Backward,-19,-35,-12,-41,0:05:49,second half of extra time
Successful,Forward,-1,-43,-19,-10,0:06:09,second half of extra time
Successful,Forward,2,-34,27,-24,0:06:36,second half of extra time
Successful,Forward,-21,38,-24,42,0:06:50,second half of extra time
Unsuccessful,Forward,6,-6,0,40,0:07:16,second half of extra time
Successful,Backward,6,48,-29,11,0:07:41,second half of extra time
Successful,Backward,-1,19,-7,-42,0:08:09,second half of extra time
Successful,Forward,16,-15,-10,-10,0:08:24,second half of extra time
Successful,Forward,19,-10,10,48,0:08:50,second half of extra time
Successful,Backward,10,-1,22,-44,0:09:17,second half of extra time
Successful,Backward,2,48,-22,23,0:09:29,second half of extra time
Successful,Forward,-16,5,2,16,0:09:40,second half of extra time
Successful,Forward,-12,-3,5,3,0:10:05,second half of extra time
Unsuccessful,Backward,-7,16,10,-23,0:10:21,second half of extra time
Unsuccessful,Forward,28,-12,-3,-9,0:10:45,second half of extra time
Successful,Forward,0,-38,11,-8,0:10:56,second half of extra time
Successful,Backward,7,18,-16,-17,0:11:12,second half of extra time
Successful,Forward,-1,29,11,36,0:11:33,second half of extra time
Successful,Backward,26,43,-12,-33,0:11:52,second half of extra time
Successful,Forward,7,-5,28,18,0:12:06,second half of extra time
Successful,Forward,-18,15,22,38,0:12:30,second half of extra time
Successful,Backward,29,43,26,-22,0:12:51,second half of extra time
Successful,Forward,-29,1,-28,46,0:13:14,second half of extra time
Successful,Backward,-12,20,29,16,0:13:34,second half of extra time
Successful,Forward,11,-2,7,-1,0:14:03,second half of extra time
Successful,Forward,28,40,-10,42,0:14:22,second half of extra time
Successful,Forward,1,-8,27,4,0:14:46,second half of extra time
Successful,Forward,13,-36,12,10,0:15:06,second half of extra time
Successful,Forward,0,-15,-18,5,0:15:25,second half of extra time
Successful,Forward,0,-24,28,44,0:15:49,second half of extra time
Unsuccessful,Forward,1,-27,14,-8,0:16:15,second half of extra time
Successful,Backward,-11,11,-12,-47,0:16:31,second half of extra time
Successful,Backward,25,34,20,25,0:16:44,second half of extra time
Successful,Backward,14,40,20,22,0:17:00,second half of extra time
Unsuccessful,Forward,8,-20,-21,10,0:17:20,second half of extra time
Successful,Backward,-21,46,-17,-12,0:17:48,second half of extra time
,,,,,,,
Longest successful forward pass sequence (first of longest length):,,,,,,,
Successful,Forward,-11,10,7,29,0:52:33,first half
Successful,Forward,-22,-43,13,-38,0:52:58,first half
Successful,Forward,10,-3,-24,26,0:53:11,first half
Successful,Forward,-1,17,-11,32,0:53:40,first half
Successful,Forward,-20,12,5,45,0:53:54,first half
Successful,Forward,-13,-12,20,25,0:54:09,first half
Longest successful forward pass sequences (multiple sequences of equal longest length):,,,,,,,
Successful,Forward,-11,10,7,29,0:52:33,first half
Successful,Forward,-22,-43,13,-38,0:52:58,first half
Successful,Forward,10,-3,-24,26,0:53:11,first half
Successful,Forward,-1,17,-11,32,0:53:40,first half
Successful,Forward,-20,12,5,45,0:53:54,first half
Successful,Forward,-13,-12,20,25,0:54:09,first half
,,,,,,,
